user,date,transaction_type,amount
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,16-05-2020,CREDIT,90274
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,24-09-2020,CREDIT,41188
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,24-05-2020,DEBIT,28744
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,27-06-2020,CREDIT,22174
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,25-06-2020,CREDIT,11095
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,23-10-2020,DEBIT,96838
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,09-06-2020,CREDIT,63885
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,22-01-2020,CREDIT,74883
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,08-04-2020,DEBIT,17342
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,10-11-2020,DEBIT,65199
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,31-07-2020,CREDIT,1349
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,04-12-2020,CREDIT,20854
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,24-04-2020,DEBIT,87368
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,25-11-2020,CREDIT,24148
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,31-07-2020,CREDIT,33356
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,15-12-2020,DEBIT,92762
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,30-06-2020,CREDIT,18212
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,31-08-2020,CREDIT,7176
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,19-03-2020,CREDIT,84274
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,08-07-2020,DEBIT,74312
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,20-11-2020,CREDIT,49496
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,13-05-2020,DEBIT,1476
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,29-03-2020,DEBIT,91002
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,23-08-2020,DEBIT,68267
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,20-09-2020,CREDIT,84773
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,30-11-2020,DEBIT,39352
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,22-05-2020,DEBIT,19780
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,27-07-2020,CREDIT,50656
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,17-01-2020,CREDIT,539
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,04-04-2020,DEBIT,59409
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,20-03-2020,DEBIT,62895
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,18-12-2020,CREDIT,32782
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,21-01-2020,CREDIT,62827
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,15-10-2020,DEBIT,85018
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,19-03-2020,DEBIT,82265
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,21-02-2020,CREDIT,75501
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,23-04-2020,DEBIT,96896
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,01-12-2020,CREDIT,38919
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,03-10-2020,CREDIT,77539
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,06-07-2020,CREDIT,63373
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,27-08-2020,CREDIT,28485
64970a03-2c5b-4ef3-9c65-d1d9a1cda626,06-10-2020,DEBIT,61822
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,10-06-2020,DEBIT,85124
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,08-02-2020,CREDIT,52367
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,05-11-2020,DEBIT,83334
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,15-07-2020,CREDIT,41622
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,12-10-2020,CREDIT,87419
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,16-05-2020,CREDIT,43277
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,09-02-2020,DEBIT,17298
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,15-10-2020,CREDIT,46083
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,11-05-2020,CREDIT,84858
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,09-01-2020,DEBIT,65057
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,11-01-2020,DEBIT,10497
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,17-09-2020,CREDIT,20598
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,18-04-2020,DEBIT,86146
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,06-10-2020,DEBIT,6042
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,19-12-2020,DEBIT,30080
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,04-11-2020,DEBIT,60541
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,17-04-2020,CREDIT,98628
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,28-03-2020,DEBIT,77466
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,14-10-2020,DEBIT,76041
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,23-09-2020,CREDIT,6412
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,30-08-2020,DEBIT,1318
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,25-09-2020,DEBIT,85967
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,06-07-2020,CREDIT,2490
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,09-12-2020,CREDIT,63450
4e4699bd-db7a-4428-bbfb-230ad2f20a9d,14-06-2020,DEBIT,73041
d5244bab-f419-4eb2-8970-0373c685a36c,25-09-2020,DEBIT,11070
d5244bab-f419-4eb2-8970-0373c685a36c,26-10-2020,CREDIT,72386
d5244bab-f419-4eb2-8970-0373c685a36c,07-07-2020,DEBIT,18650
d5244bab-f419-4eb2-8970-0373c685a36c,27-09-2020,CREDIT,87587
d5244bab-f419-4eb2-8970-0373c685a36c,08-08-2020,DEBIT,42098
d5244bab-f419-4eb2-8970-0373c685a36c,14-04-2020,CREDIT,54366
d5244bab-f419-4eb2-8970-0373c685a36c,15-09-2020,CREDIT,44749
d5244bab-f419-4eb2-8970-0373c685a36c,03-11-2020,DEBIT,900
d5244bab-f419-4eb2-8970-0373c685a36c,18-06-2020,CREDIT,41693
d5244bab-f419-4eb2-8970-0373c685a36c,22-08-2020,DEBIT,74210
d5244bab-f419-4eb2-8970-0373c685a36c,17-11-2020,CREDIT,34803
d5244bab-f419-4eb2-8970-0373c685a36c,10-01-2020,CREDIT,45208
d5244bab-f419-4eb2-8970-0373c685a36c,08-10-2020,CREDIT,36983
d5244bab-f419-4eb2-8970-0373c685a36c,02-01-2020,DEBIT,15321
d5244bab-f419-4eb2-8970-0373c685a36c,26-11-2020,CREDIT,74757
d5244bab-f419-4eb2-8970-0373c685a36c,06-11-2020,CREDIT,84227
d5244bab-f419-4eb2-8970-0373c685a36c,13-11-2020,DEBIT,65577
d5244bab-f419-4eb2-8970-0373c685a36c,02-10-2020,CREDIT,27655
8e003dda-5703-4630-ac26-ed476adeae40,30-03-2020,CREDIT,91263
8e003dda-5703-4630-ac26-ed476adeae40,23-12-2020,DEBIT,45769
8e003dda-5703-4630-ac26-ed476adeae40,04-04-2020,CREDIT,43359
8e003dda-5703-4630-ac26-ed476adeae40,24-07-2020,DEBIT,11939
8e003dda-5703-4630-ac26-ed476adeae40,29-07-2020,CREDIT,95292
8e003dda-5703-4630-ac26-ed476adeae40,23-04-2020,CREDIT,7050
8e003dda-5703-4630-ac26-ed476adeae40,20-05-2020,DEBIT,88237
8e003dda-5703-4630-ac26-ed476adeae40,15-03-2020,DEBIT,98598
8e003dda-5703-4630-ac26-ed476adeae40,09-02-2020,CREDIT,11266
8e003dda-5703-4630-ac26-ed476adeae40,07-05-2020,CREDIT,26281
8e003dda-5703-4630-ac26-ed476adeae40,25-04-2020,DEBIT,15002
8e003dda-5703-4630-ac26-ed476adeae40,19-04-2020,CREDIT,49072
8e003dda-5703-4630-ac26-ed476adeae40,05-04-2020,CREDIT,79028
8e003dda-5703-4630-ac26-ed476adeae40,15-08-2020,CREDIT,64945
8e003dda-5703-4630-ac26-ed476adeae40,25-09-2020,CREDIT,76397
8e003dda-5703-4630-ac26-ed476adeae40,21-06-2020,CREDIT,51019
8e003dda-5703-4630-ac26-ed476adeae40,16-03-2020,CREDIT,68762
8e003dda-5703-4630-ac26-ed476adeae40,07-07-2020,DEBIT,97449
8e003dda-5703-4630-ac26-ed476adeae40,09-09-2020,DEBIT,95694
8e003dda-5703-4630-ac26-ed476adeae40,27-07-2020,CREDIT,73753
8e003dda-5703-4630-ac26-ed476adeae40,27-09-2020,CREDIT,66284
8e003dda-5703-4630-ac26-ed476adeae40,02-07-2020,DEBIT,37313
8e003dda-5703-4630-ac26-ed476adeae40,20-06-2020,CREDIT,24953
8e003dda-5703-4630-ac26-ed476adeae40,16-11-2020,CREDIT,27338
8e003dda-5703-4630-ac26-ed476adeae40,26-10-2020,CREDIT,91648
8e003dda-5703-4630-ac26-ed476adeae40,16-05-2020,CREDIT,93856
8e003dda-5703-4630-ac26-ed476adeae40,27-04-2020,DEBIT,9429
8e003dda-5703-4630-ac26-ed476adeae40,05-07-2020,DEBIT,99529
8e003dda-5703-4630-ac26-ed476adeae40,13-01-2020,CREDIT,65038
8e003dda-5703-4630-ac26-ed476adeae40,09-04-2020,DEBIT,58012
8e003dda-5703-4630-ac26-ed476adeae40,08-12-2020,CREDIT,81132
8e003dda-5703-4630-ac26-ed476adeae40,24-10-2020,CREDIT,86018
8e003dda-5703-4630-ac26-ed476adeae40,22-02-2020,CREDIT,99130
8e003dda-5703-4630-ac26-ed476adeae40,30-04-2020,CREDIT,50194
8e003dda-5703-4630-ac26-ed476adeae40,18-09-2020,DEBIT,36855
8e003dda-5703-4630-ac26-ed476adeae40,10-08-2020,CREDIT,77131
40158457-3239-4ab2-9beb-219335038ee9,09-01-2020,DEBIT,85965
40158457-3239-4ab2-9beb-219335038ee9,11-02-2020,DEBIT,65396
40158457-3239-4ab2-9beb-219335038ee9,02-03-2020,DEBIT,43488
40158457-3239-4ab2-9beb-219335038ee9,24-05-2020,CREDIT,35267
40158457-3239-4ab2-9beb-219335038ee9,22-01-2020,CREDIT,52265
40158457-3239-4ab2-9beb-219335038ee9,16-09-2020,CREDIT,77909
53c3837c-fb69-4a1e-9731-ae08bb2d32a1,15-02-2020,DEBIT,37132
53c3837c-fb69-4a1e-9731-ae08bb2d32a1,06-05-2020,DEBIT,52637
53c3837c-fb69-4a1e-9731-ae08bb2d32a1,16-02-2020,DEBIT,86669
53c3837c-fb69-4a1e-9731-ae08bb2d32a1,18-04-2020,CREDIT,6465
53c3837c-fb69-4a1e-9731-ae08bb2d32a1,28-10-2020,DEBIT,62046
53c3837c-fb69-4a1e-9731-ae08bb2d32a1,01-05-2020,CREDIT,61325
53c3837c-fb69-4a1e-9731-ae08bb2d32a1,15-07-2020,DEBIT,24134
97c7c27a-5496-499f-b987-0e2ae5e85735,20-04-2020,CREDIT,92578
97c7c27a-5496-499f-b987-0e2ae5e85735,30-06-2020,CREDIT,99807
97c7c27a-5496-499f-b987-0e2ae5e85735,13-12-2020,DEBIT,2092
97c7c27a-5496-499f-b987-0e2ae5e85735,18-04-2020,DEBIT,91022
97c7c27a-5496-499f-b987-0e2ae5e85735,20-09-2020,CREDIT,85072
97c7c27a-5496-499f-b987-0e2ae5e85735,04-05-2020,DEBIT,73215
97c7c27a-5496-499f-b987-0e2ae5e85735,17-02-2020,DEBIT,30422
97c7c27a-5496-499f-b987-0e2ae5e85735,23-11-2020,DEBIT,75983
97c7c27a-5496-499f-b987-0e2ae5e85735,05-10-2020,CREDIT,55853
97c7c27a-5496-499f-b987-0e2ae5e85735,11-08-2020,CREDIT,5631
97c7c27a-5496-499f-b987-0e2ae5e85735,14-05-2020,CREDIT,11648
97c7c27a-5496-499f-b987-0e2ae5e85735,07-11-2020,CREDIT,97239
97c7c27a-5496-499f-b987-0e2ae5e85735,29-10-2020,DEBIT,40712
97c7c27a-5496-499f-b987-0e2ae5e85735,12-07-2020,CREDIT,48639
97c7c27a-5496-499f-b987-0e2ae5e85735,27-11-2020,DEBIT,79549
97c7c27a-5496-499f-b987-0e2ae5e85735,23-09-2020,CREDIT,70776
97c7c27a-5496-499f-b987-0e2ae5e85735,16-10-2020,CREDIT,53163
97c7c27a-5496-499f-b987-0e2ae5e85735,18-05-2020,CREDIT,37205
7326694e-0ae7-4848-adac-ac00379c8378,02-05-2020,DEBIT,58392
7326694e-0ae7-4848-adac-ac00379c8378,11-12-2020,CREDIT,88653
7326694e-0ae7-4848-adac-ac00379c8378,15-05-2020,DEBIT,88584
7326694e-0ae7-4848-adac-ac00379c8378,25-09-2020,CREDIT,70384
7326694e-0ae7-4848-adac-ac00379c8378,24-07-2020,DEBIT,45316
7326694e-0ae7-4848-adac-ac00379c8378,29-11-2020,CREDIT,47920
7326694e-0ae7-4848-adac-ac00379c8378,28-01-2020,CREDIT,85355
7326694e-0ae7-4848-adac-ac00379c8378,01-05-2020,DEBIT,84781
7326694e-0ae7-4848-adac-ac00379c8378,29-08-2020,DEBIT,94764
7326694e-0ae7-4848-adac-ac00379c8378,16-02-2020,DEBIT,21500
7326694e-0ae7-4848-adac-ac00379c8378,13-04-2020,DEBIT,12570
7326694e-0ae7-4848-adac-ac00379c8378,24-05-2020,DEBIT,107
7326694e-0ae7-4848-adac-ac00379c8378,13-03-2020,CREDIT,85136
7326694e-0ae7-4848-adac-ac00379c8378,14-05-2020,DEBIT,12826
7326694e-0ae7-4848-adac-ac00379c8378,14-03-2020,CREDIT,42233
7326694e-0ae7-4848-adac-ac00379c8378,26-01-2020,CREDIT,55019
7326694e-0ae7-4848-adac-ac00379c8378,04-06-2020,CREDIT,61865
7326694e-0ae7-4848-adac-ac00379c8378,31-12-2020,CREDIT,63582
7326694e-0ae7-4848-adac-ac00379c8378,07-04-2020,CREDIT,32518
7326694e-0ae7-4848-adac-ac00379c8378,30-03-2020,CREDIT,1123
7326694e-0ae7-4848-adac-ac00379c8378,25-03-2020,DEBIT,68263
7326694e-0ae7-4848-adac-ac00379c8378,06-05-2020,CREDIT,19592
7326694e-0ae7-4848-adac-ac00379c8378,13-12-2020,DEBIT,71871
7326694e-0ae7-4848-adac-ac00379c8378,28-11-2020,CREDIT,38154
7326694e-0ae7-4848-adac-ac00379c8378,31-10-2020,DEBIT,46146
7326694e-0ae7-4848-adac-ac00379c8378,02-07-2020,DEBIT,55332
7326694e-0ae7-4848-adac-ac00379c8378,10-04-2020,DEBIT,71267
7326694e-0ae7-4848-adac-ac00379c8378,22-08-2020,DEBIT,92511
7326694e-0ae7-4848-adac-ac00379c8378,10-01-2020,DEBIT,33058
7326694e-0ae7-4848-adac-ac00379c8378,11-01-2020,DEBIT,51968
7326694e-0ae7-4848-adac-ac00379c8378,09-11-2020,DEBIT,68599
7326694e-0ae7-4848-adac-ac00379c8378,25-04-2020,DEBIT,69674
7326694e-0ae7-4848-adac-ac00379c8378,21-05-2020,DEBIT,12624
7326694e-0ae7-4848-adac-ac00379c8378,30-01-2020,CREDIT,11385
5a94cb64-d9b6-438b-9275-d4afb64e71c5,09-07-2020,CREDIT,19798
5a94cb64-d9b6-438b-9275-d4afb64e71c5,03-09-2020,DEBIT,45613
5a94cb64-d9b6-438b-9275-d4afb64e71c5,14-01-2020,DEBIT,50372
5a94cb64-d9b6-438b-9275-d4afb64e71c5,20-04-2020,CREDIT,52009
5a94cb64-d9b6-438b-9275-d4afb64e71c5,01-12-2020,CREDIT,16887
5a94cb64-d9b6-438b-9275-d4afb64e71c5,24-11-2020,DEBIT,39497
5a94cb64-d9b6-438b-9275-d4afb64e71c5,09-04-2020,DEBIT,69146
5a94cb64-d9b6-438b-9275-d4afb64e71c5,25-01-2020,DEBIT,56634
5a94cb64-d9b6-438b-9275-d4afb64e71c5,05-10-2020,DEBIT,85137
5a94cb64-d9b6-438b-9275-d4afb64e71c5,04-07-2020,DEBIT,29818
5a94cb64-d9b6-438b-9275-d4afb64e71c5,09-10-2020,CREDIT,12062
5a94cb64-d9b6-438b-9275-d4afb64e71c5,11-12-2020,CREDIT,69816
5a94cb64-d9b6-438b-9275-d4afb64e71c5,16-02-2020,CREDIT,35542
5a94cb64-d9b6-438b-9275-d4afb64e71c5,03-07-2020,CREDIT,33142
5a94cb64-d9b6-438b-9275-d4afb64e71c5,30-08-2020,CREDIT,59528
5a94cb64-d9b6-438b-9275-d4afb64e71c5,14-12-2020,CREDIT,96401
5a94cb64-d9b6-438b-9275-d4afb64e71c5,23-11-2020,DEBIT,85769
5a94cb64-d9b6-438b-9275-d4afb64e71c5,04-03-2020,CREDIT,63179
5a94cb64-d9b6-438b-9275-d4afb64e71c5,25-12-2020,DEBIT,95970
6ddc324e-4ba2-465d-bfee-24428952fc8f,30-11-2020,DEBIT,79568
6ddc324e-4ba2-465d-bfee-24428952fc8f,25-11-2020,DEBIT,89614
6ddc324e-4ba2-465d-bfee-24428952fc8f,12-07-2020,CREDIT,72330
6ddc324e-4ba2-465d-bfee-24428952fc8f,31-03-2020,DEBIT,85912
6ddc324e-4ba2-465d-bfee-24428952fc8f,16-02-2020,DEBIT,82174
6ddc324e-4ba2-465d-bfee-24428952fc8f,05-04-2020,CREDIT,61312
6ddc324e-4ba2-465d-bfee-24428952fc8f,11-11-2020,DEBIT,37908
6ddc324e-4ba2-465d-bfee-24428952fc8f,16-04-2020,CREDIT,54482
6ddc324e-4ba2-465d-bfee-24428952fc8f,08-09-2020,CREDIT,9829
6ddc324e-4ba2-465d-bfee-24428952fc8f,04-11-2020,CREDIT,93936
6ddc324e-4ba2-465d-bfee-24428952fc8f,25-03-2020,CREDIT,23971
6ddc324e-4ba2-465d-bfee-24428952fc8f,27-11-2020,DEBIT,64038
6ddc324e-4ba2-465d-bfee-24428952fc8f,21-11-2020,DEBIT,74111
6ddc324e-4ba2-465d-bfee-24428952fc8f,20-08-2020,CREDIT,51806
6ddc324e-4ba2-465d-bfee-24428952fc8f,04-03-2020,CREDIT,88926
6ddc324e-4ba2-465d-bfee-24428952fc8f,16-12-2020,CREDIT,65236
6ddc324e-4ba2-465d-bfee-24428952fc8f,05-03-2020,DEBIT,33039
6ddc324e-4ba2-465d-bfee-24428952fc8f,14-10-2020,DEBIT,54989
6ddc324e-4ba2-465d-bfee-24428952fc8f,04-05-2020,DEBIT,52676
6ddc324e-4ba2-465d-bfee-24428952fc8f,06-08-2020,DEBIT,7880
6ddc324e-4ba2-465d-bfee-24428952fc8f,10-08-2020,CREDIT,80326
6ddc324e-4ba2-465d-bfee-24428952fc8f,26-02-2020,CREDIT,71242
6ddc324e-4ba2-465d-bfee-24428952fc8f,25-08-2020,DEBIT,11680
6ddc324e-4ba2-465d-bfee-24428952fc8f,24-03-2020,DEBIT,31024
6ddc324e-4ba2-465d-bfee-24428952fc8f,08-12-2020,DEBIT,4056
6ddc324e-4ba2-465d-bfee-24428952fc8f,02-06-2020,DEBIT,84612
6ddc324e-4ba2-465d-bfee-24428952fc8f,16-11-2020,DEBIT,46834
6ddc324e-4ba2-465d-bfee-24428952fc8f,07-08-2020,CREDIT,40915
6ddc324e-4ba2-465d-bfee-24428952fc8f,30-04-2020,CREDIT,39931
6ddc324e-4ba2-465d-bfee-24428952fc8f,01-10-2020,CREDIT,70239
6ddc324e-4ba2-465d-bfee-24428952fc8f,11-11-2020,DEBIT,28388
6ddc324e-4ba2-465d-bfee-24428952fc8f,25-08-2020,DEBIT,26796
6ddc324e-4ba2-465d-bfee-24428952fc8f,07-04-2020,DEBIT,57587
6ddc324e-4ba2-465d-bfee-24428952fc8f,10-07-2020,CREDIT,99511
6ddc324e-4ba2-465d-bfee-24428952fc8f,05-10-2020,CREDIT,65397
6ddc324e-4ba2-465d-bfee-24428952fc8f,09-07-2020,CREDIT,67974
6ddc324e-4ba2-465d-bfee-24428952fc8f,24-09-2020,CREDIT,11768
6ddc324e-4ba2-465d-bfee-24428952fc8f,08-03-2020,DEBIT,56123
6ddc324e-4ba2-465d-bfee-24428952fc8f,02-09-2020,CREDIT,97362
6ddc324e-4ba2-465d-bfee-24428952fc8f,29-04-2020,CREDIT,53043
498f8266-a114-46a9-a6e8-280bda0ab2c9,17-12-2020,DEBIT,2870
498f8266-a114-46a9-a6e8-280bda0ab2c9,12-07-2020,DEBIT,92896
498f8266-a114-46a9-a6e8-280bda0ab2c9,29-11-2020,DEBIT,74313
498f8266-a114-46a9-a6e8-280bda0ab2c9,07-07-2020,CREDIT,55776
498f8266-a114-46a9-a6e8-280bda0ab2c9,28-03-2020,CREDIT,94040
498f8266-a114-46a9-a6e8-280bda0ab2c9,28-06-2020,DEBIT,1058
498f8266-a114-46a9-a6e8-280bda0ab2c9,08-12-2020,DEBIT,23705
498f8266-a114-46a9-a6e8-280bda0ab2c9,06-12-2020,DEBIT,54319
222acc9e-6e80-47f5-a102-13b33c5bd142,24-11-2020,CREDIT,36900
222acc9e-6e80-47f5-a102-13b33c5bd142,06-02-2020,DEBIT,97501
222acc9e-6e80-47f5-a102-13b33c5bd142,16-10-2020,CREDIT,19358
222acc9e-6e80-47f5-a102-13b33c5bd142,25-12-2020,DEBIT,19190
222acc9e-6e80-47f5-a102-13b33c5bd142,09-04-2020,DEBIT,24371
222acc9e-6e80-47f5-a102-13b33c5bd142,15-11-2020,DEBIT,82552
222acc9e-6e80-47f5-a102-13b33c5bd142,20-07-2020,DEBIT,29978
222acc9e-6e80-47f5-a102-13b33c5bd142,05-04-2020,CREDIT,91025
d9f65de5-a693-4f52-ab9b-169d69ea78b3,17-12-2020,CREDIT,77250
d9f65de5-a693-4f52-ab9b-169d69ea78b3,19-11-2020,DEBIT,78994
d9f65de5-a693-4f52-ab9b-169d69ea78b3,08-05-2020,DEBIT,26659
d9f65de5-a693-4f52-ab9b-169d69ea78b3,27-09-2020,CREDIT,28887
9459d7b6-8600-4a07-84da-3428b9980292,24-12-2020,CREDIT,48270
9459d7b6-8600-4a07-84da-3428b9980292,20-05-2020,CREDIT,41686
9459d7b6-8600-4a07-84da-3428b9980292,19-12-2020,DEBIT,92993
9459d7b6-8600-4a07-84da-3428b9980292,18-01-2020,DEBIT,56095
056ff739-61f0-4592-b3b8-246e8a79d569,14-03-2020,CREDIT,60476
056ff739-61f0-4592-b3b8-246e8a79d569,06-01-2020,DEBIT,45286
056ff739-61f0-4592-b3b8-246e8a79d569,13-07-2020,CREDIT,65145
056ff739-61f0-4592-b3b8-246e8a79d569,19-12-2020,CREDIT,18696
056ff739-61f0-4592-b3b8-246e8a79d569,27-02-2020,CREDIT,1258
056ff739-61f0-4592-b3b8-246e8a79d569,12-07-2020,CREDIT,90482
056ff739-61f0-4592-b3b8-246e8a79d569,22-08-2020,CREDIT,59445
056ff739-61f0-4592-b3b8-246e8a79d569,28-04-2020,CREDIT,97074
056ff739-61f0-4592-b3b8-246e8a79d569,19-01-2020,DEBIT,99647
056ff739-61f0-4592-b3b8-246e8a79d569,05-12-2020,DEBIT,48348
056ff739-61f0-4592-b3b8-246e8a79d569,09-10-2020,CREDIT,6267
056ff739-61f0-4592-b3b8-246e8a79d569,11-07-2020,CREDIT,52259
056ff739-61f0-4592-b3b8-246e8a79d569,10-10-2020,DEBIT,97265
056ff739-61f0-4592-b3b8-246e8a79d569,10-07-2020,CREDIT,97127
056ff739-61f0-4592-b3b8-246e8a79d569,10-11-2020,CREDIT,49969
056ff739-61f0-4592-b3b8-246e8a79d569,15-03-2020,CREDIT,26568
056ff739-61f0-4592-b3b8-246e8a79d569,09-08-2020,CREDIT,72362
056ff739-61f0-4592-b3b8-246e8a79d569,09-04-2020,DEBIT,76935
056ff739-61f0-4592-b3b8-246e8a79d569,09-10-2020,CREDIT,85763
056ff739-61f0-4592-b3b8-246e8a79d569,29-09-2020,DEBIT,8506
056ff739-61f0-4592-b3b8-246e8a79d569,15-01-2020,CREDIT,39253
056ff739-61f0-4592-b3b8-246e8a79d569,03-12-2020,CREDIT,89544
056ff739-61f0-4592-b3b8-246e8a79d569,11-11-2020,CREDIT,50948
056ff739-61f0-4592-b3b8-246e8a79d569,31-10-2020,DEBIT,81461
056ff739-61f0-4592-b3b8-246e8a79d569,11-07-2020,CREDIT,54154
056ff739-61f0-4592-b3b8-246e8a79d569,26-10-2020,DEBIT,81763
056ff739-61f0-4592-b3b8-246e8a79d569,03-01-2020,DEBIT,29382
056ff739-61f0-4592-b3b8-246e8a79d569,30-07-2020,DEBIT,20311
056ff739-61f0-4592-b3b8-246e8a79d569,25-02-2020,CREDIT,61219
056ff739-61f0-4592-b3b8-246e8a79d569,03-08-2020,DEBIT,21221
056ff739-61f0-4592-b3b8-246e8a79d569,21-06-2020,CREDIT,22735
056ff739-61f0-4592-b3b8-246e8a79d569,24-03-2020,DEBIT,5579
056ff739-61f0-4592-b3b8-246e8a79d569,01-04-2020,DEBIT,6937
056ff739-61f0-4592-b3b8-246e8a79d569,13-10-2020,CREDIT,70209
056ff739-61f0-4592-b3b8-246e8a79d569,30-07-2020,CREDIT,34310
056ff739-61f0-4592-b3b8-246e8a79d569,24-09-2020,DEBIT,31473
056ff739-61f0-4592-b3b8-246e8a79d569,07-10-2020,DEBIT,30171
056ff739-61f0-4592-b3b8-246e8a79d569,17-05-2020,CREDIT,11537
056ff739-61f0-4592-b3b8-246e8a79d569,13-12-2020,CREDIT,72458
056ff739-61f0-4592-b3b8-246e8a79d569,19-04-2020,DEBIT,18001
056ff739-61f0-4592-b3b8-246e8a79d569,31-08-2020,DEBIT,15744
7f0cbd8a-88a0-4388-a49a-d541e824c37d,01-07-2020,DEBIT,41135
7f0cbd8a-88a0-4388-a49a-d541e824c37d,10-01-2020,CREDIT,23655
7f0cbd8a-88a0-4388-a49a-d541e824c37d,27-12-2020,CREDIT,49823
7f0cbd8a-88a0-4388-a49a-d541e824c37d,01-05-2020,DEBIT,93927
7f0cbd8a-88a0-4388-a49a-d541e824c37d,19-08-2020,DEBIT,99872
7f0cbd8a-88a0-4388-a49a-d541e824c37d,07-07-2020,CREDIT,58642
7f0cbd8a-88a0-4388-a49a-d541e824c37d,29-09-2020,CREDIT,80510
7f0cbd8a-88a0-4388-a49a-d541e824c37d,26-03-2020,DEBIT,77557
7f0cbd8a-88a0-4388-a49a-d541e824c37d,13-06-2020,DEBIT,54677
7f0cbd8a-88a0-4388-a49a-d541e824c37d,17-04-2020,CREDIT,99460
7f0cbd8a-88a0-4388-a49a-d541e824c37d,12-02-2020,DEBIT,51906
7f0cbd8a-88a0-4388-a49a-d541e824c37d,27-06-2020,DEBIT,9650
7f0cbd8a-88a0-4388-a49a-d541e824c37d,13-03-2020,DEBIT,95837
a2e28e35-f098-406c-b26a-8eef8a2c8c6a,04-03-2020,CREDIT,27018
a2e28e35-f098-406c-b26a-8eef8a2c8c6a,26-06-2020,DEBIT,1342
a2e28e35-f098-406c-b26a-8eef8a2c8c6a,20-12-2020,CREDIT,94011
a2e28e35-f098-406c-b26a-8eef8a2c8c6a,14-03-2020,DEBIT,90713
a2e28e35-f098-406c-b26a-8eef8a2c8c6a,19-01-2020,DEBIT,2544
a2e28e35-f098-406c-b26a-8eef8a2c8c6a,20-07-2020,DEBIT,34745
